keep_YN,score,category,domain,summary,verbatim,corpus_id,anchor,link
,4,open_problem,joining,Cracking from residual stress accumulation in multi-layer electron beam deposition limits build-up thickness to roughly half an inch.,"As you build up bigger and bigger things, you have these small little weld zones and you put one on top of another, and the residual stresses get worse and worse. Typically you get to about more than a half an inch and you find that you end up cracking.",FW_Su2013_06,§2.p2,https://r-h-taylor.github.io/lectures/JcmlZrsUCTw.html?q=As%20you%20build%20up%20bigger%20and%20bigger%20things%2C%20you%20have%20these%20sma#l3-s2-p2
,4,open_problem,welding,"Eagar notes that laser welding selectively vaporizes oxide and sulfide inclusions in HY-80 steel, producing mechanically superior weld metal, but the mechanism and practical scalability remain unclear.","The laser was selectively vaporizing the oxide inclusions in the steel — oxides and sulfides — and just blasting them away as vapor, leaving behind a more refined weld metal. So there are certain advantages you can get in changing the chemistry of the weld bead.",FW_Su2013_06,§5.p1,https://r-h-taylor.github.io/lectures/JcmlZrsUCTw.html?q=The%20laser%20was%20selectively%20vaporizing%20the%20oxide%20inclusions%20in#l3-s5-p1
,4,open_problem,joining,"Electron beam welding of thick sections produces intermittent defects every 10–15 minutes due to beam instability, with no established repair technique for deep-seated flaws.","What they found was long-term beam stability. If you're going to weld one of these 30-foot diameter pressure vessels 6 or 8 inches thick, it takes about an hour to go around, and typically you'll have some hiccup in the beam every 10 or 15 minutes, which means you're going to produce a defect every 10 or 15 minutes. When you produce a defect as you're welding continuously, you now have to worry about how you repair those defects in this narrow little weld.",FW_Su2013_06,§7.p1,https://r-h-taylor.github.io/lectures/JcmlZrsUCTw.html?q=What%20they%20found%20was%20long-term%20beam%20stability.%20If%20you%27re%20goin#l3-s7-p1
,4,open_problem,welding,"Characterize why the process window for thick steel (80 mm) narrows to ~5% tolerance on power, versus 30–40% for thinner sections.","As you get thicker and thicker, the range of process variables gets less and less... if you go to 80 mm thick — four times as thick, a little over 3 inches — you have like a 5% process range, not a 40% process range on your power.",FW_Su2013_06,§7.p7,https://r-h-taylor.github.io/lectures/JcmlZrsUCTw.html?q=As%20you%20get%20thicker%20and%20thicker%2C%20the%20range%20of%20process%20variabl#l3-s7-p7
,4,open_problem,joining,Joining aluminum to steel without galvanic corrosion remains a critical unsolved challenge for cost-effective all-aluminum vehicles.,The real problem for aluminum is the joining technology... how do you do that without having a serious corrosion problem because of the galvanic action and the salt on the roads?,MSE_F2016_05,§4.p1,https://r-h-taylor.github.io/lectures/iRC51hrIYdQ.html?q=The%20real%20problem%20for%20aluminum%20is%20the%20joining%20technology...%20h#l3-s4-p1
,4,open_problem,welding,Welding turbine blades to disks (BLISKs) for weight reduction in large commercial aircraft remains unresolved despite massive Air Force investment.,"People are trying welding. The Air Force has spent tens, if not hundreds, of millions of dollars trying to figure out how to weld blades to disk, because there's tremendous value.",MSE_F2016_06,§4.p2,https://r-h-taylor.github.io/lectures/rsSzSB0Kkwg.html?q=People%20are%20trying%20welding.%20The%20Air%20Force%20has%20spent%20tens%2C%20if%20#l3-s4-p2
,4,open_problem,processing,Long-term durability of HDPE plastic pipes in underground service is unknown; no accelerated aging data exist for materials only 10–15 years in the field.,"Have there been any studies to see how this will be a hundred years from now? Generally this stuff is not — you can do an accelerated test, but you have to make some assumptions, and these haven't been in service. They've probably only been using these maybe 10, 15 years.",MSE_F2016_07,§3.p3,https://r-h-taylor.github.io/lectures/jkM0ewcY5SY.html?q=Have%20there%20been%20any%20studies%20to%20see%20how%20this%20will%20be%20a%20hundre#l3-s3-p3
,4,open_problem,joining,CSST wall thickness and sheath insulation design inadequacy under lightning strike energy is not well characterized; designers lack clear design rules for arc puncture resistance.,"When you substitute materials, you don't know whether a designer took everything into account. If I'm switching from this to this, the wall thickness is going to be critical, because you can't have a material in your house where there's a chance it could go up in flames if it gets a lightning strike.",MSE_F2016_07,,
,4,open_problem,fracture,"Mechanism not fully characterized: micro-cracking ahead of crack tips in granite allows obelisks to withstand their own weight, contrary to predictions based on known toughness values.",What he found was that you get micro-cracking ahead of the crack tip... the current knowledge was that if you tried to raise it up like this it should fracture under its own weight with just the natural flaw sizes there.,MSE_F2016_08,§5.p2,https://r-h-taylor.github.io/lectures/SsJ-6a4VHh4.html?q=What%20he%20found%20was%20that%20you%20get%20micro-cracking%20ahead%20of%20the%20c#l3-s5-p2
,4,open_problem,processing,Continuous caster breakouts (steel skin rupture during high-speed casting) cause massive downtime and losses but lack systematic prevention or prediction methods.,"The only problem is if you have a breakout, where you try to run too fast and you break through the solid skin, and all of a sudden you dump 20 or 30 tons of steel on the floor — not a good day. About two weeks shut down to clean it up and get started again, and a million or two million dollars a day, you run into real losses.",MSE_F2016_09,§8.p5,https://r-h-taylor.github.io/lectures/PQ0eDwKV51k.html?q=The%20only%20problem%20is%20if%20you%20have%20a%20breakout%2C%20where%20you%20try%20to#l3-s8-p5
,4,open_problem,joining,"Fusion welding of aluminum–silicon carbide composites causes cracking via aluminum carbide formation and humidity reaction, blocking a potential application.","When you melt silicon carbide in the presence of aluminum in a fusion weld, you're going to form aluminum carbide, and aluminum carbide reacts with the humidity in the air and causes cracking.",MSE_F2016_12,§4.p5,https://r-h-taylor.github.io/lectures/Y7Uvlrhy9Nc.html?q=When%20you%20melt%20silicon%20carbide%20in%20the%20presence%20of%20aluminum%20in#l3-s4-p5
,4,open_problem,aluminum,Scandium extraction from oxide remains economically unviable despite aerospace alloy potential.,"So there's a challenge: can we get the scandium from the oxide. These rare earths are not really that rare, but it turns out 97% of the rare earths over the last twenty-five years have come to be manufactured in China.",MSE_F2017_01,§6.p2,https://r-h-taylor.github.io/lectures/1lzA2zvky9E.html?q=So%20there%27s%20a%20challenge%3A%20can%20we%20get%20the%20scandium%20from%20the%20oxi#l3-s6-p2
,4,open_problem,processing,The mechanism by which gallium-treated aluminum ball bearings generate hydrogen through rapid corrosion in water needs investigation.,"He takes little aluminum spheres, ball bearings, and treats them with a gallium alloy at about two or three tenths of a percent. He treats them a certain way and drops them in water, and within ten or twenty seconds they all convert to hydrogen and oxygen, just by very rapid corrosion.",MSE_F2017_02,§3.p8,https://r-h-taylor.github.io/lectures/HuLV8P6ouwA.html?q=He%20takes%20little%20aluminum%20spheres%2C%20ball%20bearings%2C%20and%20treats%20#l3-s3-p8
,4,open_problem,aluminum,"Scandium addition to aluminum alloys dramatically improves strength through grain refinement, but the mechanism and optimal processing conditions remain unclear for automotive applications.","The Soviets tried this. They weren't worried about economics thirty years ago, and they showed that scandium can really improve the properties of aluminum alloys. So people are looking to see if they can drop the price of scandium, because it's not a rare element — there's a lot of it out there in the world.",MSE_F2017_02,§5.p1,https://r-h-taylor.github.io/lectures/HuLV8P6ouwA.html?q=The%20Soviets%20tried%20this.%20They%20weren%27t%20worried%20about%20economics#l3-s5-p1
,4,open_problem,fracture,Fracture mechanics of clustered porosity in welds remains incompletely understood despite recent advances in stress-field overlap calculation.,"Only in the last five to ten years has fracture mechanics been able to actually calculate the fracture behavior of clustered porosity — it's very complex, getting those stress fields to overlap.",MSE_F2017_03,§11.p6,https://r-h-taylor.github.io/lectures/Hwwodo_KbtM.html?q=Only%20in%20the%20last%20five%20to%20ten%20years%20has%20fracture%20mechanics%20be#l3-s11-p6
,4,open_problem,nickel,"Brittleness of niobium silicide intermetallics remains unsolved despite their high melting points, blocking their use in next-generation turbines.","They're not 1250 centigrade as a melting point — it might be 2,000 degrees centigrade — but they're brittle as can be. No one's solved that brittleness problem.",MSE_F2017_05,§3.p8,https://r-h-taylor.github.io/lectures/wpBHc0zsiNo.html?q=They%27re%20not%201250%20centigrade%20as%20a%20melting%20point%20%E2%80%94%20it%20might%20be#l3-s3-p8
,4,open_problem,steel,"Refactory lifespan in molten iron furnaces remains a major cost driver, with industry ceramists worldwide working to extend refractory life from 1.5–2 years to 3 years, but the fundamental chemistry of how sodium and chlorine degrade refractories is not fully resolved.",There are ceramists all over the world trying to improve the refractory so they could last three years rather than a year and a half. It's worth hundreds of millions of dollars to the steel company to get the longer life out of those refractories.,REC_S2020_03,§5.p1,https://r-h-taylor.github.io/lectures/HgVznvD95QM.html?q=There%20are%20ceramists%20all%20over%20the%20world%20trying%20to%20improve%20the#l3-s5-p1
,4,open_problem,steel,The mechanism by which sodium and chlorine lower the melting point and degrade refractory materials in molten iron deserves deeper investigation beyond the empirical observation that they cause rapid failure.,"Sodium and chlorine lower the melting point of the refractory, and it actually melts — it will last for months rather than years.",REC_S2020_03,§5.p2,https://r-h-taylor.github.io/lectures/HgVznvD95QM.html?q=Sodium%20and%20chlorine%20lower%20the%20melting%20point%20of%20the%20refractor#l3-s5-p2
,4,open_problem,titanium,"Titanium mandrel wear during friction welding is severe and limits the process, but the underlying wear mechanisms are not systematically studied.","Friction welding is a problem for anything above aluminum because you've got to have a mandrel that doesn't get consumed by the heat. You can do it with titanium, but titanium is pretty reactive and you get a lot of wear and tear on your mandrel, whereas aluminum works great.",SMS_F2013_03,§6.p5,https://r-h-taylor.github.io/lectures/v-PMrqbjY1A.html?q=Friction%20welding%20is%20a%20problem%20for%20anything%20above%20aluminum%20be#l3-s6-p5
,4,open_problem,processing,"Understand the mechanism and prediction of breakouts in continuous steel casters, a catastrophic failure mode that halts production for weeks.","If you have a breakout — breakouts are really exciting in a continuous caster, that means the skin broke and you dump about fifty tons of steel on the ground. [...] It will kill you. And it typically shuts the caster down for several weeks.",SMS_F2013_07,§4.p12,https://r-h-taylor.github.io/lectures/CltnNfkDpWQ.html?q=If%20you%20have%20a%20breakout%20%E2%80%94%20breakouts%20are%20really%20exciting%20in%20a%20#l3-s4-p12
,4,open_problem,processing,The instability mechanism causing waves in steel rebar at high rolling speeds (above ~60 mph) remains unexplained and constrains production.,Typically a steel hot mill runs at sixty miles an hour. So they tried to speed up — seventy miles an hour. It turns out there are instabilities. The stuff starts getting waves in it when you go too fast. They couldn't run it faster.,SMS_F2013_07,§5.p21,https://r-h-taylor.github.io/lectures/CltnNfkDpWQ.html?q=Typically%20a%20steel%20hot%20mill%20runs%20at%20sixty%20miles%20an%20hour.%20So%20t#l3-s5-p21
,4,open_problem,other,Why high-temperature superconductors fail to achieve usable critical current density despite high critical temperature and field.,"Those of us who had worked on superconductivity, in 1989, knew that a huge critical temperature increase was going to translate to real problems in trying to get any decent critical current. You can't make a magnet without putting current through it. You would have great critical temperatures and critical magnetic fields, but you had to have pinning centers that were smaller than an electron.",SMS_F2013_08,§6.p5,https://r-h-taylor.github.io/lectures/_wa1ULmBMhY.html?q=Those%20of%20us%20who%20had%20worked%20on%20superconductivity%2C%20in%201989%2C%20kn#l3-s6-p5
,4,open_problem,corrosion,"Why do aluminum–silicon carbide composites lose corrosion resistance when combined, despite aluminum's good baseline corrosion performance?","Yeah, you can get the strength you need as you add the hard silicon carbide particles to the aluminum, but your toughness is lousy, your formability is lousy, your joinability is lousy, your corrosion resistance turns out is lousy, and your affordability bites the dust.",SMS_F2013_09,§1.p7,https://r-h-taylor.github.io/lectures/RU6_LtJn3rY.html?q=Yeah%2C%20you%20can%20get%20the%20strength%20you%20need%20as%20you%20add%20the%20hard%20#l3-s1-p7
,4,open_problem,steel,Distinguish hydrogen embrittlement from stress corrosion cracking in high-strength submarine steels using polarity-reversal testing.,"Most of the time metallurgists don't even make a distinction. But there can be a distinction, and in that case it was a big distinction, and all of a sudden we had the right mechanism and everybody was happy.",SMS_F2013_09,§5.p6,https://r-h-taylor.github.io/lectures/RU6_LtJn3rY.html?q=Most%20of%20the%20time%20metallurgists%20don%27t%20even%20make%20a%20distinction#l3-s5-p6
,4,open_problem,corrosion,Understand why stress corrosion cracking occurs in 304 stainless steel at unexpectedly low chloride and oxygen levels in nuclear reactor coolant.,"No one in the world thought you could get stress corrosion cracking in 304 stainless steel at those extremely low levels of oxygen and chlorine. Except in a nuclear reactor environment, where you have high residual stresses, you don't — but they did.",SMS_F2013_11,§1.p10,https://r-h-taylor.github.io/lectures/mW4QLNrtMho.html?q=No%20one%20in%20the%20world%20thought%20you%20could%20get%20stress%20corrosion%20c#l3-s1-p10
,4,open_problem,aluminum,Beverage can recycling is complicated by three different incompatible aluminum alloys mixed together; separating them efficiently from the 40%+ recycling stream remains unsolved.,"Recycling these gets to be a bit of a problem, because you've got aluminum-manganese alloys, aluminum-magnesium alloys, and another 5000 series. If you mix them all together and melt them all at once, you've got a problem, because you don't want manganese in your 5000 series.",SMS_F2013_11,§6.p1,https://r-h-taylor.github.io/lectures/mW4QLNrtMho.html?q=Recycling%20these%20gets%20to%20be%20a%20bit%20of%20a%20problem%2C%20because%20you%27v#l3-s6-p1
,4,open_problem,corrosion,Why residual stresses from aluminum heat treatment specifically trigger stress-corrosion cracking in 6061-T6 but not T73 remains mechanistically unclear.,"The residual stresses from heat treatment can lead to stress corrosion cracking, which is exactly what happened to the washer... T73 is over-aged... the stress corrosion cracking resistance increases by about a factor of two on stress, which is like a factor of ten on life in terms of corrosion fatigue.",SMS_F2013_12,§3.p4–p5,https://r-h-taylor.github.io/lectures/6UN5XMqMitk.html?q=The%20residual%20stresses%20from%20heat%20treatment%20can%20lead%20to%20stress#l3-s3-p4
,4,open_problem,nickel,The mechanism by which yttrium improves high-temperature oxidation resistance in turbine blade coatings remains unexplained.,"If you want to have the absolute best high-temperature oxidation resistance, you put a little yttrium in with the cobalt-chrome-aluminum that you may have in your nickel-based superalloy. Or if you don't have any cobalt because it's expensive, you have iron in there, and you will grow an oxide on the surface that has about 200 degrees higher temperature capability of oxidation resistance.",SMS_F2013_14,§5.p1,https://r-h-taylor.github.io/lectures/5N9jIr7LWPc.html?q=If%20you%20want%20to%20have%20the%20absolute%20best%20high-temperature%20oxida#l3-s5-p1
,4,open_problem,nickel,The mechanism behind cobalt's exceptional wear resistance (10× better than other metals) remains unexplained despite empirical success in applications.,"Cobalt is hexagonal close-packed, and it has an interesting property — ten times lower wear than any other metal. They say it's because of hexagonal close-packed. But empirically, if you have a wear problem, do a cobalt overlay weld, and you may get around the problem.",SMS_F2013_14,§7.p2,https://r-h-taylor.github.io/lectures/5N9jIr7LWPc.html?q=Cobalt%20is%20hexagonal%20close-packed%2C%20and%20it%20has%20an%20interesting%20#l3-s7-p2
,4,open_problem,titanium,"Hydrogen embrittlement in titanium during acetic acid production causes occasional catastrophic failure, but the mechanism and conditions triggering hydrogen uptake are not well characterized.","Make it out of titanium, the only problem is, every now and then you get hydrogen into your titanium and the plant explodes. But aside from that, titanium is very good in acetic acid, except it sometimes will pick up hydrogen.",SMS_F2013_14,§7.p8,https://r-h-taylor.github.io/lectures/5N9jIr7LWPc.html?q=Make%20it%20out%20of%20titanium%2C%20the%20only%20problem%20is%2C%20every%20now%20and%20#l3-s7-p8
,4,open_problem,welding,The technical feasibility and cost-benefit of direct welding turbine blades to discs to eliminate heavy attachment flanges.,"They attach the blades — which are this fancy material that can't be welded generally — with what they call a Christmas tree structure. This flange and all this weight, this is actually probably half the weight or more of the blade. If I could weld the blade directly to the disc, I could get rid of this big heavy flange on the end of the disc.",SMS_F2014_05,§5.p3,https://r-h-taylor.github.io/lectures/wwQawDUosU0.html?q=They%20attach%20the%20blades%20%E2%80%94%20which%20are%20this%20fancy%20material%20that%20#l3-s5-p3
,4,open_problem,aluminum,"The design methodology for aluminum welded structures differs fundamentally from steel, and shipbuilders lack systematic knowledge of how to manage fatigue cracking in aluminum at scale.","The problem with the larger boats made of aluminum is cracking, fabrication, fatigue cracking. They don't have the experience. It's not really a problem that they didn't have when they first started building steel ships, but there's a learning curve of how to do the design. The way you design for aluminum is not the same way you design for steel in terms of welded construction and fatigue cracking.",SMS_F2014_05,§6.p5,https://r-h-taylor.github.io/lectures/wwQawDUosU0.html?q=The%20problem%20with%20the%20larger%20boats%20made%20of%20aluminum%20is%20cracki#l3-s6-p5
,4,open_problem,other,Composite structures lose stiffness (modulus) in ways that degrade seakeeping ability under realistic ocean conditions—a property gap between calm-water performance and North Sea operational demands.,"the modulus of all those plastics — the stiffness — was such that the sea-keeping ability, when you go out there in those rough North Sea conditions, the Visby just would flex. So the Visby had a lifetime of about three years before it had so many cracks.",SMS_F2014_05,§6.p2,https://r-h-taylor.github.io/lectures/wwQawDUosU0.html?q=the%20modulus%20of%20all%20those%20plastics%20%E2%80%94%20the%20stiffness%20%E2%80%94%20was%20such#l3-s6-p2
,4,open_problem,other,The specific electrochemical materials and voltage generation constraints for Don Sadoway's molten-metal battery design remain poorly optimized.,"That's one of the problems with Don Sadoway's company — Ambri now. There are probably only one or two elements on the periodic table that will work for his cell. Most of them give you two or three tenths of a volt, and your losses in the resistivity of the copper wires bringing the current in — you can lose half a volt.",SMS_F2014_06,§8.p8,https://r-h-taylor.github.io/lectures/o0dXxWXRxvY.html?q=That%27s%20one%20of%20the%20problems%20with%20Don%20Sadoway%27s%20company%20%E2%80%94%20Ambr#l3-s8-p8
,4,open_problem,corrosion,Delrin's stress corrosion cracking mechanism under low chlorine concentrations (5 ppm) remains incompletely characterized.,"it turns out if you have five parts per million chlorine — which is sort of what you get if you condense the air in Cambridge, Massachusetts — it stress corrosion cracks.",SMS_F2014_07,§5.p2,https://r-h-taylor.github.io/lectures/8oyoyjuDaaA.html?q=it%20turns%20out%20if%20you%20have%20five%20parts%20per%20million%20chlorine%20%E2%80%94%20w#l3-s5-p2
,4,open_problem,corrosion,The mechanism by which lightning perforates corrugated stainless steel tubing (CSST) at energy levels far below typical lightning strike energy remains unexplained.,The yellow CSST pipe—it'll take a tenth of a coulomb to perforate the stainless steel. An average lightning strike has five coulombs of energy. So 1/50th the energy of an average lightning strike will perforate the yellow stuff.,SMS_F2014_07,§7.p9,https://r-h-taylor.github.io/lectures/8oyoyjuDaaA.html?q=The%20yellow%20CSST%20pipe%E2%80%94it%27ll%20take%20a%20tenth%20of%20a%20coulomb%20to%20perf#l3-s7-p9
,4,open_problem,other,"Resorbable synthetic polymers trigger inflammatory and immune reactions in the body, whereas silk does not—but the mechanism of silk biocompatibility is not explained.","They have resorbable polymers, but they've got some problems made of synthetics, because they can cause inflammation and the immune system can react to them. Turns out silk is not such a big problem, and silk had been used in the body before.",SMS_F2014_07,§11.p7,https://r-h-taylor.github.io/lectures/8oyoyjuDaaA.html?q=They%20have%20resorbable%20polymers%2C%20but%20they%27ve%20got%20some%20problems#l3-s11-p7
,4,open_problem,ceramics,"Develop ceramic toughening strategies that allow multiple-cycle loading, since intentional microcrack toughening in ceramics is exhausted after a single load event.","In the 1980s the ceramics people went to town. They were going to start putting intentional little flaws in there to get these microscopic cracks. The problem with forming microscopic cracks for toughness is what happens the second time you load it. Now it's full of microscopic cracks, and they can't crack again.",SMS_F2014_08,§9.p7,https://r-h-taylor.github.io/lectures/Y1trpj5Qki8.html?q=In%20the%201980s%20the%20ceramics%20people%20went%20to%20town.%20They%20were%20goi#l3-s9-p7
,4,open_problem,welding,The strength-loss mechanism during welding of MP35N (a nickel-based alloy strengthened by twinning) remains unexplained and uncharacterized.,"I don't know that anybody — you lose your cold-work strength if you weld it. There's no reason why it's not weldable, it's basically just sort of like a nickel or stainless steel alloy. But you lose your strength because you lose your cold work.",SMS_F2014_09,§7.p8,https://r-h-taylor.github.io/lectures/oLNdcU9DXsY.html?q=I%20don%27t%20know%20that%20anybody%20%E2%80%94%20you%20lose%20your%20cold-work%20strength#l3-s7-p8
,4,open_problem,processing,"Cement is produced at 1.5 billion tons annually with no established recycling pathway, creating an unsustainable landfill problem.","You want a problem to work on, figure out how to recycle cement. At some point in the next 10 or 15 years people are going to realize you can't keep landfilling all the cement.",SMS_F2014_10,§2.p7,https://r-h-taylor.github.io/lectures/5-Tvwlhq8UI.html?q=You%20want%20a%20problem%20to%20work%20on%2C%20figure%20out%20how%20to%20recycle%20cem#l3-s2-p7
,4,open_problem,steel,Why bismuth segregates to steel grain boundaries and causes embrittlement remains mechanistically unclear.,Certain things you can't burn out — bismuth in steel goes to the grain boundaries and produces a brittle product.,SMS_F2014_10,§7.p6,https://r-h-taylor.github.io/lectures/5-Tvwlhq8UI.html?q=Certain%20things%20you%20can%27t%20burn%20out%20%E2%80%94%20bismuth%20in%20steel%20goes%20to#l3-s7-p6
,4,open_problem,glass,"Water-vapor corrosion of ultra-thin glass substrates creates microscopic surface flaws that dramatically reduce strength over days, but the mechanism and kinetics remain poorly characterized.","Glass is corroded by water vapor... those things will actually form little etched pits on the glass, microscopic — you can't see them... Just the humidity in there. Now, I've never seen this, but my thesis advisor, Bob Rose, used to do it.",SMS_F2014_11,§9.p4–p6,https://r-h-taylor.github.io/lectures/-6n9y2szRqo.html?q=Glass%20is%20corroded%20by%20water%20vapor...%20those%20things%20will%20actual#l3-s9-p4
,4,open_problem,processing,It is unknown whether ion-exchange strengthening actually reduces glass's sensitivity to humidity-driven surface pit formation and strength degradation.,"No, you don't. Well, you can, but now you've ended up with a compressive layer that's hundreds of microns deep, not angstroms — maybe 500 or a thousand microns deep.",SMS_F2014_12,§6.p6,https://r-h-taylor.github.io/lectures/B9-65mAeOEE.html?q=No%2C%20you%20don%27t.%20Well%2C%20you%20can%2C%20but%20now%20you%27ve%20ended%20up%20with%20a#l3-s6-p6
,4,open_problem,other,The genetic mechanism by which beryllium causes lung nodules in susceptible individuals remains incompletely understood despite clinical observation.,"If you're in the ten percent of the population that has a genetic predisposition to have your lungs react with beryllium, any beryllium compound that gets in your lung — whether it's metallic beryllium or beryllium oxide or beryllium chloride — will grow these nodules in your lungs and you will slowly suffocate.",SMS_F2014_13,§9.p3,https://r-h-taylor.github.io/lectures/9_aVMP1AtS4.html?q=If%20you%27re%20in%20the%20ten%20percent%20of%20the%20population%20that%20has%20a%20ge#l3-s9-p3
,4,open_problem,processing,Investigate how the combination of high thermal conductivity and high thermal expansion coefficient in metals specifically defeats layer-by-layer 3D printing.,"Metals have one of the highest combinations of thermal conductivity and thermal expansion, and that's one of the things that kills you when you're trying to melt little pieces of metal on top of other pieces.",SMS_S2016_02,§6.p2,https://r-h-taylor.github.io/lectures/2bPgU1dNqBg.html?q=Metals%20have%20one%20of%20the%20highest%20combinations%20of%20thermal%20condu#l3-s6-p2
,4,open_problem,joining,"Composite-to-metal adhesive bonding in cryogenic hydrogen environments remains poorly characterized, as evidenced by the X-33 tank failure during thermal cycling.","They had a bad bonding problem. In one of my other lectures, and probably the joining course, I talked about how they had adhesively bonded this and how they made a mistake... it held. Everybody's sitting there, get out the champagne, we survived our test, we'll be able to fly this thing. And they start taking the hydrogen out, it starts to warm up, and then it goes pop.",SMS_S2016_06,§3.p2,https://r-h-taylor.github.io/lectures/q4aHXOwAP0Y.html?q=They%20had%20a%20bad%20bonding%20problem.%20In%20one%20of%20my%20other%20lectures%2C#l3-s3-p2
,4,open_problem,other,The mechanism by which paint on aircraft wings can focus lightning energy and reduce required strike energy to perforate the structure by a factor of ten is not explained.,"If you paint an aircraft and lightning hits it, the paint can actually focus the lightning energy, and it can take one tenth of the energy of a lightning stroke to perforate the wing on an aircraft.",SMS_S2016_08,§2.p4,https://r-h-taylor.github.io/lectures/Wg6ZWqT_Q9M.html?q=If%20you%20paint%20an%20aircraft%20and%20lightning%20hits%20it%2C%20the%20paint%20ca#l3-s2-p4
,4,open_problem,fracture,"The cyclic behavior of artificially toughened ceramics after initial crack introduction is unresolved, limiting the viability of multi-phase ceramic design.","That's true for the first loading. What happens on the second loading? After you've already introduced those little cracks, you can't crack them again.",SMS_S2016_09,§4.p7,https://r-h-taylor.github.io/lectures/65LCaH3Sgdw.html?q=That%27s%20true%20for%20the%20first%20loading.%20What%20happens%20on%20the%20secon#l3-s4-p7
,4,open_problem,aluminum,"High-strength aluminum alloys consistently achieve only ~50% joint efficiency after welding, but the fundamental causes remain poorly characterized.","High-strength aluminum alloys are very difficult to weld and get 100 percent joint efficiency. You make a little tensile bar and you put a weld across — 6061 aluminum, one of the most common, you might get 50 percent joint efficiency compared to the heat-treated properties.",SSW_S2013_01,§7.p1,https://r-h-taylor.github.io/lectures/JIAYtxFVZ3Y.html?q=High-strength%20aluminum%20alloys%20are%20very%20difficult%20to%20weld%20and#l3-s7-p1
,4,open_problem,measurement,Carbon nanotubes are predicted to reach 3 million PSI but real specimens fall short; the role of thermally-induced point defects in reducing strength at practical temperatures is unquantified.,"They calculated the strength of carbon-carbon bonds and found these should be 3 million PSI... What's the probability of having a defect in a carbon nanotube? Pretty high... if you have some vacancies, you're going to find they're not as strong as you thought.",SSW_S2013_02,§9.p1,https://r-h-taylor.github.io/lectures/rF3eZtxWR4I.html?q=They%20calculated%20the%20strength%20of%20carbon-carbon%20bonds%20and%20foun#l3-s9-p1
,4,open_problem,joining,Why do gold surfaces bonded in ultra-high vacuum fail at ~50% of bulk strength despite being atomically clean—is it residual surface roughness or something else?,"If the two surfaces are slightly curved, they don't really contact over the whole area. That's why you can take two extremely flat gold surfaces, polished to what we call an optical flat, and gold is somewhat soft, and you can squeeze them together in an ultra-high vacuum, and then you try to pull them apart, and they've got about 50 percent of the strength of a solid piece of gold.",SSW_S2013_03,§3.p1,https://r-h-taylor.github.io/lectures/cQyB28XAsDA.html?q=If%20the%20two%20surfaces%20are%20slightly%20curved%2C%20they%20don%27t%20really%20c#l3-s3-p1
,4,open_problem,aluminum,"Ultrasonic welding of aluminum only redistributes rather than eliminates oxide contamination, leaving half the bond area with thickened oxide—the fundamental barrier to 100% joint efficiency needs investigation.",Now what's the problem with an ultrasonic bond on aluminum? I didn't really eliminate the contamination; all I did was redistribute it. It's still there. Half of the bond area is still aluminum oxide twice as thick as it had been before.,SSW_S2013_03,§5.p4,https://r-h-taylor.github.io/lectures/cQyB28XAsDA.html?q=Now%20what%27s%20the%20problem%20with%20an%20ultrasonic%20bond%20on%20aluminum%3F%20#l3-s5-p4
,4,open_problem,welding,"Linear friction welding for turbine blade attachment lacks the precision and process control achieved with circular friction welding, preventing adoption in jet engine manufacturing.","One is linear friction welding. This is circular friction welding — it's nice and easy to build a machine that goes in circles, but they would love to do linear friction welding... they would love to be able to make turbine discs for jet engines, where they weld the turbine blade to the substrate.",SSW_S2013_04,§4.p4,https://r-h-taylor.github.io/lectures/ezlblvG-CmI.html?q=One%20is%20linear%20friction%20welding.%20This%20is%20circular%20friction%20we#l3-s4-p4
,4,open_problem,joining,Linear friction welding of turbine blisk blades lacks sufficient quality control to be economically viable for production.,"If you can figure out how to get Six Sigma quality welds on linear friction welding, you could make a lot of savings for the airline industry and engine technology. But they never solved it.",SSW_S2013_04,§4.p6,https://r-h-taylor.github.io/lectures/ezlblvG-CmI.html?q=If%20you%20can%20figure%20out%20how%20to%20get%20Six%20Sigma%20quality%20welds%20on%20#l3-s4-p6
,4,open_problem,joining,"The minimum spacing between wire bond pad centers (4 mils) is constrained by tool head size and stiffness rather than electrical need, creating a bottleneck for I/O density in microelectronics packaging.","When we get into designing microelectronics — how do you get more input and output bonds — you're limited to about four mils between each bond pad center-to-center because of the size of the head, the sewing-machine head. You go any smaller, you get the same stiffness problem we talked about with the tools that go into your knee.",SSW_S2013_04,§7.p4,https://r-h-taylor.github.io/lectures/ezlblvG-CmI.html?q=When%20we%20get%20into%20designing%20microelectronics%20%E2%80%94%20how%20do%20you%20get#l3-s7-p4
,4,open_problem,joining,The mechanism by which explosion angle and detonation direction control bonding quality in explosive cladding remains unexplained.,"You put it at a slight angle — the tantalum plate to the steel plate, just laying on the ground — at a slight angle, you set off the explosive, and the explosive burns in one direction. You're forging these things together.",SSW_S2013_04,§9.p3,https://r-h-taylor.github.io/lectures/ezlblvG-CmI.html?q=You%20put%20it%20at%20a%20slight%20angle%20%E2%80%94%20the%20tantalum%20plate%20to%20the%20ste#l3-s9-p3
